Date,Open,High,Low,Close,Volume
2021-04-28,132.00790402332987,132.70574111545855,130.79899060734053,131.29042053222656,107760100
2021-04-29,134.13086404729088,134.72058586438126,130.17976386618247,131.19210815429688,151101000
2021-04-30,129.52121804310082,131.2707066767734,128.82339622709122,129.2067108154297,109839500
2021-05-03,129.7767891405382,131.77200814363306,129.5703970004846,130.26821899414062,75135100
2021-05-04,128.9413626845178,129.23622358537372,124.52831736112799,125.65860748291016,137564700
2021-05-05,126.98547940100876,128.21405411463547,125.77656608203003,125.90434265136719,84000900
2021-05-06,125.69792368857526,127.52604329054937,124.95094823327015,127.51622009277344,78128300
2021-05-07,128.82568540953923,129.22933106948608,127.47686983849725,128.19558715820312,78973300
2021-05-10,127.4079273244987,127.53590590499361,124.84814539647329,124.88752746582031,88071200
2021-05-11,121.58937028623892,124.31651318118176,120.87066058197661,123.96208953857422,126142800
2021-05-12,121.49090947233324,122.71172362428054,120.35869934635284,120.87065124511719,112172300
2021-05-13,122.65266289424385,124.19837360610016,122.33761381639295,123.03662872314453,105861300
2021-05-14,124.29681651308707,125.9114438652986,123.90300331493161,125.4782485961914,81918000
2021-05-17,124.85800718827949,124.9663060136307,123.23353231937386,124.31651306152344,74244600
2021-05-18,124.60201636412499,125.02536423150532,122.8495555447149,122.91847229003906,63342900
2021-05-19,121.25462724484076,122.98739333394258,120.95926546235002,122.76095581054688,92612000
2021-05-20,123.29260833547393,125.74408420502965,123.1646147183803,125.34042358398438,76857100
2021-05-21,125.84252621827586,126.01974178060932,123.27290432012167,123.489501953125,79295400
2021-05-24,124.0605337081137,125.96067547351159,123.99161696061687,125.1336669921875,63092900
2021-05-25,125.84253271621589,126.33480486932704,124.3657387909694,124.936767578125,72009500
2021-05-26,124.99582627868423,125.41917413496274,124.4641796095418,124.88752746582031,56575900
2021-05-27,124.48387726646136,125.6653093286312,123.1449169232759,123.3418197631836,94625600
2021-05-28,123.62732942800375,123.85377444549424,122.62311296456271,122.68218231201172,71311100
2021-06-01,123.14491088966233,123.41073046164978,122.02254823218377,122.35728454589844,67637100
2021-06-02,122.35729724819358,123.30244445201204,122.13085972102327,123.12522888183594,59278900
2021-06-03,122.7511010916475,122.91846925310502,121.22507782542212,121.62873840332031,76229200
2021-06-04,122.15053241479428,124.2082022623067,121.93393479807074,123.94237518310547,75169300
2021-06-07,124.2180595954156,124.36574049223292,122.89879394293574,123.95223999023438,71057600
2021-06-08,124.64139472390426,126.47262714091963,124.25742893833444,124.77922821044922,74403800
2021-06-09,125.24194925245781,125.77359588201126,124.56262175169046,125.1631851196289,56877900
2021-06-10,125.05489901322112,126.20680391656815,123.99161315750662,124.15898132324219,71186400
2021-06-11,124.57248520201374,125.46841042785391,124.14913732269537,125.37979888916016,53522400
2021-06-14,125.84253594940326,128.52044935977435,125.10413896780888,128.4613800048828,96906500
2021-06-15,127.92974596440709,128.57953893995597,127.38825181811634,127.63438415527344,62746300
2021-06-16,128.35304167488377,128.86500096424558,126.47260269113178,128.13644409179688,91815000
2021-06-17,127.79188008115058,130.49933510396002,127.64419170263696,129.75108337402344,96721700
2021-06-18,128.68782848639466,129.47543989030297,128.22509852410002,128.4416961669922,108953300
2021-06-21,128.28416115248996,130.36151842026126,127.21102790160245,130.2532196044922,79663300
2021-06-22,130.08585643803642,132.00568549797342,129.58373689893602,131.9072265625,74783600
2021-06-23,131.70047027278915,132.2419643167038,131.1688161123192,131.6315460205078,60214200
2021-06-24,132.3699579123229,132.55702087805776,130.87346920916835,131.34605407714844,68711000
2021-06-25,131.39528094550883,131.81862131413266,130.7553279163035,131.05068969726562,70783700
2021-06-28,131.34602422689494,133.1575540742824,131.2869548875029,132.69482421875,62111300
2021-06-29,132.714557547636,134.37841452974257,132.2715223508132,134.22088623046875,64556100
2021-06-30,134.06333900959646,135.2841606225744,133.7679772458266,134.84112548828125,63261400
2021-07-01,134.48666863623873,135.205370606435,133.65965285142502,135.14630126953125,52485800
2021-07-02,135.76655052305426,137.83406754532254,135.61887717405844,137.79469299316406,78852600
2021-07-06,137.9030014156398,140.93533789329956,137.9030014156398,139.8228302001953,108181800
2021-07-07,141.31931041647496,142.6484308047319,140.45293496254314,142.33338928222656,104911600
2021-07-08,139.389649439122,141.83127771007435,138.49372423916964,141.0239715576172,105575500
2021-07-09,140.54154644582522,143.3966751806439,140.44308751453198,142.8650360107422,99890800
2021-07-12,143.94803226525028,144.05633108667823,141.77221595209775,142.2644805908203,76299700
2021-07-13,141.80176320096913,145.17870673382777,141.40795746416546,143.38685607910156,100827100
2021-07-14,145.80877046759784,147.25602949354803,145.39525501213575,146.84251403808594,127050800
2021-07-15,146.93117432826355,147.6794112705193,144.81442708641683,146.18292236328125,106820300
2021-07-16,146.16321153525482,147.44308747614141,143.62312439838306,144.12522888183594,93251400
2021-07-19,141.5260916997006,141.841148297349,139.47826888316223,140.24620056152344,121434600
2021-07-20,141.24056044298723,144.8242459981642,140.7482958611073,143.88893127441406,96350000
2021-07-21,143.27853681932905,143.86926036303473,142.39246652649433,143.15054321289062,74993500
2021-07-22,143.6822043715831,145.90723511831226,143.55421075894034,144.52890014648438,77338200
2021-07-23,145.26728861629522,146.41918599463074,144.64703040383625,146.26165771484375,71447400
2021-07-26,145.9761505823773,147.51201375064807,145.41496172019643,146.6850128173828,72434100
2021-07-27,146.81299380512155,146.90161285299197,143.2982322697931,144.49935913085938,104818600
2021-07-28,142.5696771196854,144.69626388769956,140.33479153415036,142.73704528808594,118931200
2021-07-29,142.45155618714847,144.28278140646466,142.34325735611858,143.38685607910156,56699500
2021-07-30,142.14634022382492,144.06616928786488,141.88051311565803,143.6034393310547,70440600
2021-08-02,144.09567758434954,144.67654613946092,143.00284969831074,143.2686767578125,62880000
2021-08-03,143.5542073726131,145.7497033912077,142.93394913855968,145.08023071289062,64786600
2021-08-04,144.9916007035379,145.50354500484352,144.01691151364972,144.67654418945312,56368300
2021-08-05,144.70608694129876,145.55278259178576,143.90862075172706,144.78485107421875,46397700
2021-08-06,144.30173304697954,145.0510908868763,143.59180875855884,144.09466552734375,54126800
2021-08-09,144.1538254545443,144.6468276038726,143.483349753169,144.0453643798828,48908700
2021-08-10,144.39046530396283,145.6426949186955,143.26642105667162,143.56222534179688,69023100
2021-08-11,144.00594676033404,144.6665679080958,143.49322025564086,143.818603515625,48493500
2021-08-12,144.14398918377333,146.96396243884823,143.79888161720336,146.8061981201172,72282600
2021-08-13,146.88508974859758,147.3485130614742,146.19488961619663,147.01327514648438,59375000
2021-08-16,146.4610813059443,149.07400189228335,144.42006010020376,149.00497436523438,103296000
2021-08-17,148.12740046537013,149.55710348563363,147.00335632689468,148.0879669189453,92229700
2021-08-18,147.70345716058708,148.61057937264525,144.10453219450807,144.3115997314453,86326000
2021-08-19,143.00020986589982,145.92864399288922,142.47762876332766,144.64683532714844,86960300
2021-08-20,145.37646363679517,146.42162569580447,144.72569724506965,146.115966796875,60549600
2021-08-23,146.23431559647156,148.08800875190093,145.82019553849486,147.61473083496094,60131800
2021-08-24,147.3583362784309,148.74860592070388,147.06253198610432,147.5259552001953,48606400
2021-08-25,147.71330309221108,148.216174918641,145.73143984783172,146.28359985351562,58991300
2021-08-26,146.27374325602415,147.03295573099504,145.4454882134253,145.47506713867188,48597200
2021-08-27,145.415898196807,146.66812776924934,144.77500147170582,146.52023315429688,55802400
2021-08-30,146.9146267137239,151.34179101554113,146.5300856751415,150.97695922851562,90956700
2021-08-31,150.52343305254985,150.66147306466584,149.17259681409382,149.70504760742188,86453100
2021-09-01,150.69103212340505,152.81093525393302,150.20788462208748,150.37550354003906,80313700
2021-09-02,151.71647964877093,152.55458933745416,150.26705209719,151.4995574951172,71115500
2021-09-03,151.60803684947294,152.46587094060652,150.94741568196878,152.14048767089844,57808700
2021-09-07,152.8011109360168,155.0590545083265,152.229226549155,154.49703979492188,82278300
2021-09-08,154.7829559786291,154.84211383137082,151.82494297968734,152.9391326904297,74420200
2021-09-09,153.31382065015399,153.92513852810362,151.79536553719024,151.9136962890625,57305700
2021-09-10,152.8306917679566,153.3039696975402,146.6188606418896,146.8850860595703,140893200
2021-09-13,148.52182610064236,149.3007628440553,146.66813328233127,147.45693969726562,102404300
2021-09-14,148.2457517033536,148.95567599904655,144.85389452287214,146.0469512939453,109296300
2021-09-15,146.48080587139566,147.3484945259697,144.32145390754695,146.94422912597656,83281300
2021-09-16,146.36248807116374,146.88506917286637,145.1595615609567,146.70758056640625,68034100
2021-09-17,146.73720557385576,146.73720557385576,143.72001898774903,144.0158233642578,129868800
2021-09-20,141.7874481023866,142.81288614797074,139.2928579563103,140.93948364257812,123478900
2021-09-21,141.9155943222744,142.57623045539097,140.78169537423372,141.42259216308594,75834000
2021-09-22,142.42834627670368,144.380630963905,141.68884290554195,143.8087615966797,76404300
2021-09-23,144.5975358027627,145.02152550819966,143.6016767987324,144.7750244140625,64838200
2021-09-24,143.62139423367955,145.4060596626865,143.52278778264505,144.86375427246094,53477900
2021-09-27,143.43402513442194,143.91717258498028,141.80712430240146,143.33541870117188,74150700
2021-09-28,141.24513145611488,142.72413806822078,139.70696698676204,139.92388916015625,108972300
2021-09-29,140.4760162880577,142.42830034567618,140.04217204298033,140.8309783935547,74602000
2021-09-30,141.64938042896995,142.35930472397814,139.3026853957355,139.5196075439453,89056700
2021-10-01,139.91398503521927,140.9197134964697,137.16304003398753,140.6534881591797,94639600
2021-10-04,139.77595320228448,140.2196671387112,136.33480809379688,137.192626953125,98322000
2021-10-05,137.53774860992394,140.24926050169046,137.40956323329345,139.13507080078125,80861100
2021-10-06,137.51801420625588,140.16049837944766,136.43340351115125,140.01260375976562,83221100
2021-10-07,141.05778436222383,142.20155305523107,140.72254648348363,141.28456115722656,61732700
2021-10-08,142.01416807540872,142.1620626710218,140.56474085748667,140.8999786376953,58773200
2021-10-11,140.27884356595996,142.7832880036058,139.8252749435096,140.811279296875,64452200
2021-10-12,141.22539334129212,141.2451176401895,139.0660414915977,139.5294647216797,73035900
2021-10-13,139.26324942760667,139.42099867746916,137.25179227823935,138.9378662109375,78762700
2021-10-14,140.12106952906095,141.86630132600013,139.52946094002792,141.7479705810547,69907100
2021-10-15,141.7578342356076,142.87200879949438,141.50146350346753,142.81285095214844,67940300
2021-10-18,141.44231256394542,144.78486650931248,141.15637793939857,144.49893188476562,85589200
2021-10-19,144.95247117574306,147.0822438461097,144.49891767173145,146.677978515625,76378900
2021-10-20,146.6188300135262,147.65413749246952,146.04694573901244,147.17098999023438,58418800
2021-10-21,146.7273030934707,147.5456884992318,145.80045660874774,147.38792419433594,61421000
2021-10-22,147.5950286321586,148.07816124951802,146.559720809589,146.60902404785156,58883400
2021-10-25,146.59909541284318,147.27944070962693,145.5539333810658,146.55966186523438,50720600
2021-10-26,147.24003346036267,148.7288946335047,146.9245048422164,147.2301788330078,60893400
2021-10-27,147.26958033264353,147.6343970533898,146.41176153727608,146.7667236328125,56094900
2021-10-28,147.7231953773642,151.02630129029473,147.62458891329828,150.43470764160156,100077900
2021-10-29,145.1595375686836,147.8414701601092,144.3608765846984,147.70343017578125,124953200
2021-11-01,146.90479254973238,147.60484720826528,145.73144497376708,146.87521362304688,74588300
2021-11-02,146.5794130951257,149.4486894195509,146.56954342248753,147.92037963867188,69122000
2021-11-03,148.2851860053479,149.84307460404193,147.72317137813306,149.3697967529297,54511500
2021-11-04,149.45851626696046,150.29661079762897,148.5316699252083,148.84719848632812,60394600
2021-11-05,149.98278850890344,150.28889357477792,148.1757651452791,149.3804473876953,65463900
2021-11-08,149.50880086674414,149.66679541847566,148.27449668232256,148.5509796142578,55020900
2021-11-09,148.31397978857817,149.52853082173917,148.17573833006546,148.91632080078125,56787900
2021-11-10,148.13624370711932,148.244863069597,145.99349361750416,146.06260681152344,65187100
2021-11-11,147.08956934094945,147.5536538577219,145.8256279800036,146.01324462890625,41000000
2021-11-12,146.56618908820377,148.51145342604053,145.62812104791612,148.1066131591797,63804000
2021-11-15,148.48183477200567,149.97288370333612,147.55363571818918,148.11648559570312,59222800
2021-11-16,148.05727050343023,149.5878108354202,147.46479841775957,149.1039581298828,59256200
2021-11-17,149.10394377401366,153.05371711902063,149.09407476483938,151.56268310546875,88807000
2021-11-18,151.77991222746166,156.67762242730643,151.12819605070524,155.88766479492188,137827700
2021-11-19,155.6704174651018,158.9981113591749,154.56448588120375,158.5340118408203,117305600
2021-11-22,159.64980896956632,163.6193348430751,158.97835482739004,158.99810791015625,117467900
2021-11-23,159.09685749659897,159.7683267663454,157.0627267371947,159.3832244873047,96041900
2021-11-24,158.73151049665972,160.10405608115946,157.6354478308226,159.9065704345703,69463600
2021-11-26,157.5663414280532,158.43528132394664,154.39664166839933,154.8409881591797,76959800
2021-11-29,157.36883461165036,159.16598865803385,156.7961156869959,158.22792053222656,88748200
2021-11-30,157.98107374986927,163.44163450362282,157.9119454801605,163.22439575195312,174048100
2021-12-01,165.37699741486009,168.16159471522008,162.46404273293518,162.70103454589844,152052500
2021-12-02,156.7467504558334,162.1381822845098,155.81855136919972,161.70370483398438,136739200
2021-12-03,161.96046518435216,162.8886643595679,157.7144556951684,159.80783081054688,118023100
2021-12-06,162.22707528406445,165.77200866628755,162.21720627390462,163.24415588378906,107497000
2021-12-07,166.95691099660309,169.42551918782235,166.22619754781428,169.03053283691406,120405400
2021-12-08,169.96862178676727,173.750531472463,168.55657001840456,172.88157653808594,116998900
2021-12-09,172.71369892583064,174.5305908523838,171.73612470422367,172.3680877685547,108923700
2021-12-10,173.00993611091272,177.37443340853798,172.49646140907797,177.19668579101562,115402700
2021-12-13,178.8457294996687,179.8430568970006,173.32592495073595,173.53329467773438,153237000
2021-12-14,173.04943723314298,175.5081764588176,170.04761624964615,172.1409912109375,139380400
2021-12-15,172.9112091123771,177.24608490371347,170.14636466311512,177.04859924316406,131063300
2021-12-16,177.02879370899973,178.8654384356315,168.60590546424288,170.09693908691406,150185800
2021-12-17,167.79624523802934,171.29180321808386,167.5592684713749,168.99105834960938,195432700
2021-12-20,166.1669871564159,168.43811016766813,165.35729133996108,167.6185302734375,107499100
2021-12-21,169.40575840246862,171.02516469960437,166.99639450661564,170.81781005859375,91185900
2021-12-22,170.86716616718914,173.65176324737516,169.98834231432238,173.4345245361328,92135300
2021-12-23,173.6419044304155,174.62934769685586,173.06918552781747,174.06649780273438,68356600
2021-12-27,174.86633673685998,178.15452485344065,174.84659871851863,178.06565856933594,74919600
2021-12-28,177.8977975078267,179.05310441897623,176.28826002622677,177.03871154785156,79144300
2021-12-29,177.0782340674457,178.3619135540741,175.9031739620056,177.1276092529297,62348900
2021-12-30,177.21644425228644,178.30263787236183,175.8537677229534,175.96238708496094,59773000
2021-12-31,175.8537764481648,176.9794612251914,175.03419668820496,175.34031677246094,64062300
2022-01-03,175.59701279051765,180.583603587014,175.47852443697428,179.72451782226562,104487900
2022-01-04,180.33677443900075,180.64287945080665,176.8708388180256,177.4435577392578,99310400
2022-01-05,177.35469870642623,177.9076645654721,172.44710410660988,172.7235870361328,94537600
2022-01-06,170.5314630669837,173.09882179686534,169.48477552958553,169.8402557373047,96904000
2022-01-07,170.71906276183427,171.953366823409,168.8824177155236,170.0081024169922,86709100
2022-01-10,166.95689833045168,170.33395227177746,166.05832140089296,170.02784729003906,106765600
2022-01-11,170.15623842643407,172.98031182878114,168.67507346130364,172.88157653808594,76138300
2022-01-12,173.90851568706654,174.9552032135129,172.6248514027468,173.325927734375,74805200
2022-01-13,173.5727647675702,174.4022134407686,169.63286096909633,170.02784729003906,84505800
2022-01-14,169.18854740819773,171.59791169883235,168.94168655984893,170.89683532714844,80440800
2022-01-18,169.35639682120825,170.37346222601772,167.28277490871824,167.66787719726562,90956700
2022-01-19,167.86535015585113,168.93179065902146,163.856333027585,164.14268493652344,94815000
2022-01-20,164.88329177990747,167.54938589903946,162.11844729565604,162.44430541992188,91420500
2022-01-21,162.35545296509773,164.24147360236915,160.26207763747422,160.37069702148438,122848900
2022-01-24,158.0106759831979,160.26204542913388,152.7574705645549,159.590576171875,162294600
2022-01-25,156.98373920776964,160.71627385692008,155.04835868379,157.77369689941406,115798400
2022-01-26,161.4470020574378,162.3258261142677,155.83833056377975,157.68484497070312,108275300
2022-01-27,160.41015592157893,161.78270146182567,156.29251930083873,157.22071838378906,121954600
2022-01-28,163.62925465516193,168.21099149040063,160.75579070619872,168.1912384033203,179935700
2022-01-31,168.02334423109676,172.80256586518593,167.38149708899897,172.5853271484375,115541600
2022-02-01,171.8250084438235,172.6445882158564,170.14635779611766,172.41748046875,86213900
2022-02-02,172.5557246710084,173.67154047321435,171.15355692809644,173.6320343017578,84914300
2022-02-03,172.28912051265755,174.0270305426803,169.9587534819193,170.7289581298828,89418100
2022-02-04,169.7402759989767,172.13294704201786,168.75157444235714,170.4422607421875,82465400
2022-02-07,170.9069281895428,171.98460911739758,169.01850485523013,169.72048950195312,77251200
2022-02-08,169.7896648050618,173.36877365977273,169.4930514069035,172.85464477539062,74829200
2022-02-09,174.06088720040142,174.65409899781628,172.92387152084686,174.2882843017578,71285000
2022-02-10,172.1724587336259,173.497314969972,169.6117257649302,170.17527770996094,90865900
2022-02-11,170.38291447017576,171.12444052190708,166.14137700589643,166.73460388183594,98670700
2022-02-14,165.47892945421452,167.6639659348651,164.6780838261629,166.9718780517578,86185500
2022-02-15,169.03830902047287,170.99593390940825,168.32644268151657,170.83773803710938,62527400
2022-02-16,169.90834537162365,171.38150083482472,168.1286797950986,170.60043334960938,61177400
2022-02-17,169.09757978266975,169.9676417422243,166.56650690365768,166.9718780517578,69589300
2022-02-18,167.90127597007793,168.6131270858014,164.3122851249756,165.4097442626953,82772700
2022-02-22,163.11594083451655,164.8066267430459,160.3179142665062,162.46340942382812,91162800
2022-02-23,163.66962699854807,164.27273547030302,157.94505239483,158.26144409179688,90009200
2022-02-24,150.85606551735563,161.0100333951733,150.28261687942302,160.90127563476562,141147500
2022-02-25,161.98882871956852,163.25436526531627,159.052384445942,162.9874267578125,91974200
2022-02-28,161.21765669084792,163.5509927259667,160.59476994712446,163.25437927246094,95056600
2022-03-01,162.83910052884892,164.7176420441747,160.13995021338312,161.35604858398438,83474400
2022-03-02,162.5326354467534,165.46908004480204,161.108902903895,164.67811584472656,79724800
2022-03-03,166.5665183641221,167.00154937383127,163.67951221996196,164.35182189941406,76678400
2022-03-04,162.63149380689765,163.67951484543383,160.26849813569712,161.32640075683594,83737200
2022-03-07,161.51426263220387,163.15551059039814,157.24306530770593,157.50013732910156,96418800
2022-03-08,157.02557619928987,161.0397017918195,154.03969350732262,155.66116333007812,131148300
2022-03-09,159.65550960559352,161.56371129304324,157.60890540179275,161.10890197753906,91454900
2022-03-10,158.38995390446348,158.57780957555812,154.21763298338445,156.72894287109375,105342000
2022-03-11,157.13430867356143,157.48036020343002,152.7543686457664,152.9817657470703,96970100
2022-03-14,149.73882159092994,152.37865247586845,148.40408377434892,148.91819763183594,108732100
2022-03-15,149.19503109559298,153.81227978180317,148.6809172440221,153.3376922607422,92964300
2022-03-16,155.2755701185664,158.19223646103936,152.71483691158627,157.786865234375,102300200
2022-03-17,156.81792201280442,159.18091764015628,155.84899891222614,158.80520629882812,75615400
2022-03-18,158.69646308873772,162.62160902198193,157.95493700693672,162.12725830078125,123511700
2022-03-21,161.66254710921572,164.4704703185811,161.16819645011137,163.5114288330078,95811400
2022-03-22,163.6399679966274,167.50579420271703,163.04675619137132,166.91258239746094,81532000
2022-03-23,166.09194700681948,170.68940229929132,165.75577707854524,168.286865234375,98062700
2022-03-24,169.12725542051905,172.17245747717183,168.28686830048574,172.10325622558594,90131400
2022-03-25,171.91538989984556,173.29956570967326,170.79815258352292,172.7458953857422,80546200
2022-03-28,170.22471324913693,173.74448771637364,170.05663582641893,173.615966796875,90371900
2022-03-29,174.69364720941607,176.98742653935423,174.34759569589608,176.93800354003906,100589400
2022-03-30,176.53264526747873,177.58066638087732,174.7035415674921,175.76145935058594,92633200
2022-03-31,175.83066272283187,176.01851841266188,172.429527311811,172.6371612548828,103049300
2022-04-01,172.06367998935175,172.90408209939133,169.99729796565373,172.34051513671875,78751300
2022-04-04,172.5976193761193,176.47332724993595,172.46908335996943,176.42388916015625,76468400
2022-04-05,175.4944955569432,176.28545968095588,172.44929348564514,173.08206176757812,73401800
2022-04-06,170.41256029792797,171.66821519983668,168.2077605761963,169.8885498046875,89058800
2022-04-07,169.22612998290126,171.40126997799135,167.93093360299522,170.19505310058594,77594700
2022-04-08,169.839120624596,169.839120624596,167.28826927222664,168.168212890625,76575500
2022-04-11,166.80380557384342,167.12018214987918,163.6300677131204,163.8772430419922,72246700
2022-04-12,166.12163444638304,167.95072321570876,164.75722151430708,165.7657012939453,79265200
2022-04-13,165.49871534969867,169.1074691767195,164.88572535154015,168.47470092773438,70618900
2022-04-14,168.69225108503292,169.33491613465765,163.17529470900735,163.42247009277344,75329400
2022-04-18,162.06794033213865,164.71766807055616,161.72190387549182,163.2049560546875,69023900
2022-04-19,163.1555219592955,165.92388911218256,162.05806271636618,165.5086212158203,67723800
2022-04-20,166.85322692760852,166.97188134304034,164.22329291996056,165.34051513671875,67929800
2022-04-21,167.00154458423663,169.5919372305404,164.03544060643478,164.5396728515625,87227800
2022-04-22,164.5792390979702,165.97329658442882,159.6752735929569,159.9619903564453,84882400
2022-04-25,159.29956399916097,161.32640487700763,156.66962975305108,161.03968811035156,96046400
2022-04-26,160.41683249732753,160.50581201942782,154.94931392790446,155.02841186523438,95623200
2022-04-27,154.148448288548,157.98459969558073,153.62443772152565,154.80099487304688,88063200
2022-04-28,157.4506638002199,162.66112327230135,157.13427217937735,161.7910614013672,130216800
2022-04-29,160.01142015549135,164.32215857199876,155.47328465651995,155.86875915527344,131747600
2022-05-02,154.9394009763579,156.44221622222133,151.53826579166054,156.17527770996094,123055300
2022-05-03,156.36312586738532,158.89421421284902,154.55381551785672,157.6781005859375,88966500
2022-05-04,157.86593620946732,164.59898971043918,157.4605650520147,164.14419555664062,108256500
2022-05-05,161.9987257835459,162.2261228748432,153.19927452380466,154.99871826171875,130525300
2022-05-06,154.47393016141885,157.87016645905368,152.6619464103828,155.73143005371094,116124600
2022-05-09,153.40457323253918,154.29572102119897,149.99845569157264,150.56283569335938,131577900
2022-05-10,153.9887584738163,155.19674759516099,151.42424806198036,152.9886932373047,115366700
2022-05-11,151.98861793283714,153.9194149434989,144.37433231088616,145.0575408935547,142689800
2022-05-12,141.36429580663508,144.7605168945633,137.4333830790207,141.15635681152344,182602000
2022-05-13,143.16636767087002,146.64181798805166,141.7009439358488,145.66156005859375,113990900
2022-05-16,144.11692109740014,146.06752573177374,142.76039981181125,144.1070098876953,86643800
2022-05-17,147.3943512025114,148.29539512847248,145.23580724298668,147.77061462402344,78336300
2022-05-18,145.40412997962903,145.90910311193247,138.522547165129,139.43350219726562,109742900
2022-05-19,138.50273841418007,140.26521122445095,135.25503468905956,135.99765014648438,136095600
2022-05-20,137.72052158505213,139.3146701913345,131.30432764614642,136.23529052734375,137426100
2022-05-23,136.4333163328522,141.84946005335837,136.2946953738204,141.70094299316406,117726300
2022-05-24,139.42357835055688,140.57216058388687,135.9778467591175,138.97801208496094,104132700
2022-05-25,137.06702578438822,140.39394418835917,136.97791554080794,139.13645935058594,92482700
2022-05-26,136.0372655338598,142.91883322079272,135.7897270191604,142.36434936523438,90601500
2022-05-27,143.95848681261234,148.20624074686208,143.82976196023938,148.16664123535156,90978500
2022-05-31,147.60227328998045,149.1766146226737,145.39421885333064,147.37452697753906,103718400
2022-06-01,148.42407436857832,150.2459691596697,146.22593134191806,147.2458038330078,74286600
2022-06-02,146.3744660868653,149.78059822825432,145.41401550832651,149.72119140625,72348100
2022-06-03,145.45364717589092,146.51311943102394,143.03768359849155,143.94862365722656,88570300
2022-06-06,145.58234733133668,147.1071930141322,143.47331439083774,144.70111083984375,71598400
2022-06-07,142.92873191047823,147.53294183714334,142.68119341746288,147.2458038330078,67808200
2022-06-08,147.11711036338278,148.39440261203828,146.00814251285686,146.5032196044922,53950200
2022-06-09,145.63185133894353,146.49328047951013,141.12664764179874,141.23556518554688,69473000
2022-06-10,138.89881017475264,139.37407989263332,135.7105128963888,135.7798309326172,91437900
2022-06-13,131.56177060074262,133.86883146972337,130.1458574880346,130.58152770996094,122207100
2022-06-14,131.81920232423082,132.5717138992893,130.18543921525114,131.4528350830078,84784300
2022-06-15,132.96776745837676,135.98774003123526,130.85874981614302,134.09654235839844,91533000
2022-06-16,130.77956512491815,131.08651050151298,127.76948797493858,128.77944946289062,108123900
2022-06-17,128.78934383923928,131.7697020745458,128.53189411815816,130.26466369628906,134520300
2022-06-21,132.106367134107,135.7105276972627,132.00736078254963,134.53224182128906,81000500
